,name,type1,type2,ability1,ability2,hiddenability,hp,atk,physdef,spatk,spdef,speed,bst,alternate,isLegend,isFinal,tier
1072,Sharpedo-Mega,water,dark,Strong Jaw,,,70,140,70,110,65,105,560,True,False,True,RU
1073,Camerupt-Mega,fire,ground,Sheer Force,,,70,120,100,145,105,20,560,True,False,True,RU
1074,Altaria-Mega,dragon,fairy,Pixilate,,,75,110,110,110,105,80,590,True,False,True,RU
1075,Banette-Mega,ghost,,Prankster,,,64,165,75,93,83,75,555,True,False,True,RU
1076,Absol-Mega,dark,,Magic Bounce,,,65,150,60,115,60,115,565,True,False,True,RU
1077,Glalie-Mega,ice,,Refrigerate,,,80,120,80,120,80,100,580,True,False,True,RU
1078,Salamence-Mega,dragon,flying,Aerilate,,,95,145,130,120,90,120,700,True,False,True,Uber
1079,Metagross-Mega,steel,psychic,Tough Claws,,,80,145,150,105,110,110,700,True,False,True,Uber
1080,Latias-Mega,dragon,psychic,Levitate,,,80,100,120,140,150,110,700,True,True,True,RU
1081,Latios-Mega,dragon,psychic,Levitate,,,80,130,100,160,120,110,700,True,True,True,RU
1082,Rayquaza-Mega,dragon,flying,Delta Stream,,,105,180,100,180,100,115,780,True,True,True,AG
1083,Lopunny-Mega,normal,fighting,Scrappy,,,65,136,94,54,96,135,580,True,False,True,OU
1084,Garchomp-Mega,dragon,ground,Sand Force,,,108,170,115,120,95,92,700,True,False,True,UUBL
1085,Lucario-Mega,fighting,steel,Adaptability,,,70,145,88,140,70,112,625,True,False,True,Uber
1086,Abomasnow-Mega,grass,ice,Snow Warning,,,90,132,105,132,105,30,594,True,False,True,RU
1087,Gallade-Mega,psychic,fighting,Inner Focus,,,68,165,95,65,115,110,618,True,False,True,RU
1088,Audino-Mega,normal,fairy,Healer,,,103,60,126,80,126,50,545,True,False,True,RU
1089,Diancie-Mega,rock,fairy,Magic Bounce,,,50,160,110,160,110,110,700,True,True,True,OU
1090,Rotom-Fan,electric,flying,Levitate,,,50,65,107,105,107,86,520,True,False,True,RU
1091,Rotom-Frost,electric,ice,Levitate,,,50,65,107,105,107,86,520,True,False,True,RU
1092,Rotom-Heat,electric,fire,Levitate,,,50,65,107,105,107,86,520,True,False,True,RU
1093,Rotom-Mow,electric,grass,Levitate,,,50,65,107,105,107,86,520,True,False,True,RU
1094,Rotom-Wash,electric,water,Levitate,,,50,65,107,105,107,86,520,True,False,True,OU
1095,Oricorio-Pa'u,psychic,flying,Dancer,,,75,70,70,98,70,93,476,True,False,True,RU
1096,Oricorio-Pom-Pom,electric,flying,Dancer,,,75,70,70,98,70,93,476,True,False,True,RU
1097,Oricorio-Sensu,ghost,flying,Dancer,,,75,70,70,98,70,93,476,True,False,True,RU
1098,Lycanroc-Dusk,rock,,Tough Claws,,,75,117,65,55,65,110,487,True,False,True,RU
1099,Lycanroc-Midnight,rock,,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,487,True,False,True,RU
1100,Silvally-Bug,bug,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1101,Silvally-Dark,dark,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1102,Silvally-Dragon,dragon,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1103,Silvally-Electric,electric,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1104,Silvally-Fairy,fairy,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1105,Silvally-Fighting,fighting,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1106,Silvally-Fire,fire,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1107,Silvally-Flying,flying,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1108,Silvally-Ghost,ghost,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1109,Silvally-Grass,grass,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1110,Silvally-Ground,ground,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1111,Silvally-Ice,ice,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1112,Silvally-Poison,poison,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1113,Silvally-Psychic,psychic,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1114,Silvally-Rock,rock,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1115,Silvally-Steel,steel,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1116,Silvally-Water,water,,RKS System,,,95,95,95,95,95,95,570,True,True,True,RU
1117,Greninja-Ash,water,dark,Battle Bond,,,72,145,67,153,72,132,641,True,False,True,Uber
1118,Zygarde-10%,dragon,ground,Aura Break,,Power Construct,54,100,71,61,85,115,486,True,False,True,RU
1119,Zygarde-Complete,dragon,ground,Power Construct,,,216,100,121,91,95,85,708,True,True,True,Uber
1120,Deoxys-Attack,psychic,,Pressure,,,50,180,20,180,20,150,600,True,True,True,Uber
1121,Deoxys-Defense,psychic,,Pressure,,,50,70,160,70,160,90,600,True,True,True,RU
1122,Deoxys-Speed,psychic,,Pressure,,,50,95,90,95,90,180,600,True,True,True,Uber
1123,Shaymin-Sky,grass,flying,Serene Grace,,,100,103,75,120,75,127,600,True,True,True,Uber
1124,Urshifu-Rapid-Strike,fighting,water,Unseen Fist,,,100,130,100,63,60,97,550,True,True,True,OU
1125,Zacian-Crowned,fairy,steel,Intrepid Sword,,,92,150,115,80,115,148,700,True,True,True,Uber
1126,Zamazenta-Crowned,fighting,steel,Dauntless Shield,,,92,120,140,80,140,128,700,True,True,True,Uber
1127,Kyurem-Black,dragon,ice,Teravolt,,,125,170,100,120,90,95,700,True,True,True,Uber
1128,Kyurem-White,dragon,ice,Turboblaze,,,125,120,90,170,100,95,700,True,True,True,Uber
1129,Wormadam-Sandy,bug,ground,Anticipation,Overcoat,,60,79,105,59,85,36,424,True,True,True,RU
1130,Wormadam-Trash,bug,steel,Anticipation,Overcoat,,60,69,95,69,95,36,424,True,False,True,RU
1131,Groudon-Primal,ground,fire,Desolate Land,,,100,180,160,150,90,90,770,True,True,True,Uber
1132,Kyogre-Primal,water,,Primordial Sea,,,100,150,90,180,160,90,770,True,True,True,Uber
1133,Pumpkaboo-Large,ghost,grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,True,False,False,LC
1134,Pumpkaboo-Small,ghost,grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,True,False,False,LC
1135,Pumpkaboo-Super,ghost,grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,True,False,False,LC
1136,Gourgeist-Large,ghost,grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,True,False,True,RU
1137,Gourgeist-Small,ghost,grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,True,False,True,RU
1138,Gourgeist-Super,ghost,grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,True,False,True,RU
1139,Meowstic-F,psychic,,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,466,True,False,True,RU
1140,Oinkologne-F,normal,,Aroma Veil,Gluttony,Thick Fat,115,90,70,59,90,65,489,True,False,True,RU
1141,Indeedee-F,psychic,normal,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85,475,True,False,True,RU
1142,Arceus-Bug,bug,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1143,Arceus-Dark,dark,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1144,Arceus-Dragon,dragon,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1145,Arceus-Electric,electric,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1146,Arceus-Fairy,fairy,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1147,Arceus-Fighting,fighting,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1148,Arceus-Fire,fire,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1149,Arceus-Flying,flying,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1150,Arceus-Ghost,ghost,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1151,Arceus-Grass,grass,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1152,Arceus-Ground,ground,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1153,Arceus-Ice,ice,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1154,Arceus-Poison,poison,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1155,Arceus-Psychic,psychic,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1156,Arceus-Rock,rock,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1157,Arceus-Steel,steel,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1158,Arceus-Water,water,,Multitype,,,120,120,120,120,120,120,720,True,True,True,Uber
1159,Squawkabilly-Blue,normal,flying,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,True,False,True,RU
1160,Squawkabilly-White,normal,flying,Intimidate,Hustle,Sheer Force,82,96,51,45,51,92,417,True,False,True,RU
1161,Squawkabilly-Yellow,normal,flying,Intimidate,Hustle,Sheer Force,82,96,51,45,51,92,417,True,False,True,RU
1162,Calyrex-Ice,psychic,ice,As One (Glastrier),,,100,165,150,85,130,50,680,True,True,True,Uber
1163,Calyrex-Shadow,psychic,ghost,As One (Spectrier),,,100,85,80,165,100,150,680,True,True,True,AG
1164,Landorus-Therian,ground,flying,Intimidate,,,89,145,90,105,80,91,600,True,True,True,OU
1165,Thundurus-Therian,electric,flying,Volt Absorb,,,79,105,70,145,80,101,580,True,True,True,RU
1166,Tornadus-Therian,flying,,Regenerator,,,79,100,80,110,90,121,580,True,True,True,OU
1167,Necrozma-Dawn-Wings,psychic,ghost,Prism Armor,,,97,113,109,157,127,77,680,True,True,True,Uber
1168,Necrozma-Dusk-Mane,psychic,steel,Prism Armor,,,97,157,127,113,109,77,680,True,True,True,Uber
